timestamp,sensor_type,data_type,avg_value,units,mode,time_range,data_points
2025-06-05 13:03:55,Camera,Distance,1.5561929824561405,m,DISTANCE MEASURING MODE,0.0-5.6s,57
2025-06-05 13:03:58,Camera,Distance,1.5561929824561405,m,DISTANCE MEASURING MODE,0.0-5.6s,57
2025-06-05 13:04:00,Camera,Distance,1.5561929824561405,m,DISTANCE MEASURING MODE,0.0-5.6s,57
2025-06-05 13:04:15,Camera,Velocity,0.051065470911985884,m/s,DISTANCE MEASURING MODE,0.0-5.6s,57
2025-06-05 13:04:19,Camera,Distance,1.5561929824561405,m,DISTANCE MEASURING MODE,0.0-5.6s,57
