timestamp,value,mode
1749326277.738958,0.9815784635477527,DISTANCE MEASURING MODE
1749326277.8353052,0.9866934411845092,DISTANCE MEASURING MODE
1749326277.9287126,0.9820244043873249,DISTANCE MEASURING MODE
1749326278.023385,0.9863575645276187,DISTANCE MEASURING MODE
1749326278.1226025,0.9814902403694457,DISTANCE MEASURING MODE
1749326278.2267241,0.9815155964435965,DISTANCE MEASURING MODE
1749326278.3255854,0.9811904369316335,DISTANCE MEASURING MODE
1749326278.4219003,0.981496402349409,DISTANCE MEASURING MODE
1749326278.5249546,0.9869388581090912,DISTANCE MEASURING MODE
1749326278.6289024,0.9807694420060412,DISTANCE MEASURING MODE
1749326278.7322743,0.980949004028755,DISTANCE MEASURING MODE
1749326278.8277001,0.9814188511745829,DISTANCE MEASURING MODE
1749326278.9299154,0.9815370200700617,DISTANCE MEASURING MODE
1749326279.0240471,0.9816539831154913,DISTANCE MEASURING MODE
1749326279.1334515,0.986934952595235,DISTANCE MEASURING MODE
1749326279.229223,0.9820565725591335,DISTANCE MEASURING MODE
1749326279.3373215,0.9813074218809329,DISTANCE MEASURING MODE
1749326279.4303443,0.9815820521141454,DISTANCE MEASURING MODE
1749326279.5273185,0.9866918769233388,DISTANCE MEASURING MODE
1749326279.6234846,0.9808075425594873,DISTANCE MEASURING MODE
1749326279.7204962,0.9816139290954184,DISTANCE MEASURING MODE
1749326279.8307583,0.9804931282163959,DISTANCE MEASURING MODE
1749326279.9272628,0.9807351530715726,DISTANCE MEASURING MODE
1749326280.0194001,0.9826181102808045,DISTANCE MEASURING MODE
1749326280.1314719,0.9864441688583135,DISTANCE MEASURING MODE
1749326280.2325404,0.981244506451958,DISTANCE MEASURING MODE
1749326280.3233962,0.9810423918031044,DISTANCE MEASURING MODE
1749326280.4312582,0.9804483563277353,DISTANCE MEASURING MODE
1749326280.5389795,0.9868537013685403,DISTANCE MEASURING MODE
1749326280.645791,0.9811395730768184,DISTANCE MEASURING MODE
1749326280.741742,0.9816706909816756,DISTANCE MEASURING MODE
1749326280.837012,0.9816912718120987,DISTANCE MEASURING MODE
1749326280.935362,0.9818216754910108,DISTANCE MEASURING MODE
