timestamp,ch1,ch2,ch3,peak
1751468544.7250948,376.8576,1652.0448,463.41119999999995,0
1751468544.802328,376.8576,1608.4992,470.4,0
1751468544.8772354,364.4928,1608.4992,476.85119999999995,0
1751468544.95184,355.3536,1561.7279999999998,482.7648,0
1751468545.028228,355.3536,1516.032,482.7648,0
1751468545.1052191,346.21439999999996,1516.032,489.21599999999995,0
1751468545.1800537,338.1504,1466.0351999999998,494.592,0
1751468545.2565665,331.69919999999996,1413.3503999999998,494.592,0
1751468545.3335774,331.69919999999996,1355.2895999999998,498.89279999999997,0
1751468545.408428,326.3232,1355.2895999999998,506.4192,0
1751468545.48501,322.0224,1294.5408,519.3216,0
1751468545.5629437,317.18399999999997,1224.6527999999998,519.3216,0
1751468545.637773,317.18399999999997,1224.6527999999998,535.9871999999999,0
1751468545.7144902,313.9584,1159.6032,552.1152,0
1751468545.7914581,313.4208,1097.7792,579.5328,0
1751468545.866607,313.4208,1097.7792,579.5328,0
1751468545.9412653,313.9584,1039.1807999999999,618.24,0
1751468546.0180304,316.64639999999997,983.2704,666.0863999999999,0
1751468546.09519,316.64639999999997,933.2736,723.6096,0
1751468546.1699634,319.33439999999996,933.2736,723.6096,0
1751468546.2465234,322.56,885.9648,770.3807999999999,0
1751468546.3234408,325.7856,840.8063999999999,798.8735999999999,0
1751468546.3981535,325.7856,840.8063999999999,798.8735999999999,0
1751468546.4727206,330.08639999999997,798.3359999999999,822.5279999999999,0
1751468546.5493991,332.77439999999996,758.5536,841.3439999999999,0
1751468546.6264179,332.77439999999996,758.5536,859.6224,0
1751468546.7011948,337.0752,722.5344,859.6224,0
1751468546.7786434,341.376,690.2783999999999,874.1375999999999,0
1751468546.8557208,346.21439999999996,690.2783999999999,888.6528,0
1751468546.9308398,346.21439999999996,659.0975999999999,903.1679999999999,0
1751468547.0055237,351.0528,630.6048,903.1679999999999,0
1751468547.0801377,354.2784,603.7248,915.5328,0
1751468547.1547875,354.2784,603.7248,926.8223999999999,0
1751468547.2294104,358.57919999999996,581.6831999999999,926.8223999999999,0
1751468547.3040457,363.4176,560.1791999999999,938.6496,0
1751468547.3807378,367.1808,560.1791999999999,950.4767999999999,0
1751468547.4577725,367.1808,541.3632,959.0784,0
1751468547.5325663,369.33119999999997,524.16,959.0784,0
1751468547.6090949,372.55679999999995,524.16,970.3679999999999,0
1751468547.6860566,372.55679999999995,510.71999999999997,983.808,0
1751468547.7608101,375.2448,498.89279999999997,983.808,0
1751468547.8374207,377.9328,498.89279999999997,996.1727999999999,0
1751468547.914581,380.0832,488.14079999999996,1012.3008,0
1751468547.9904482,380.0832,478.464,1026.2784,0
1751468548.0650878,381.1584,473.08799999999997,1026.2784,0
1751468548.1396782,382.23359999999997,473.08799999999997,1037.568,0
1751468548.2141924,382.23359999999997,467.712,1048.8576,0
1751468548.2908542,383.84639999999996,464.48639999999995,1058.5344,0
1751468548.3678892,384.38399999999996,464.48639999999995,1058.5344,0
1751468548.4426262,384.92159999999996,460.18559999999997,1065.5231999999999,0
1751468548.5172007,384.92159999999996,458.0352,1070.3616,0
1751468548.5934331,385.45919999999995,458.0352,1070.3616,0
1751468548.670375,385.99679999999995,456.96,1074.6624,0
1751468548.745129,385.99679999999995,455.3472,1074.1247999999998,0
1751468548.8216138,385.99679999999995,455.3472,1074.1247999999998,0
1751468548.8987873,386.53439999999995,455.8848,1074.1247999999998,0
1751468548.9736805,386.53439999999995,456.96,1070.8991999999998,0
1751468549.0485768,385.99679999999995,458.0352,1065.5231999999999,0
1751468549.1235573,384.92159999999996,458.0352,1059.072,0
1751468549.1990182,384.92159999999996,462.33599999999996,1059.072,0
1751468549.2736301,384.92159999999996,464.48639999999995,1051.008,0
1751468549.3481944,383.84639999999996,464.48639999999995,1043.4815999999998,0
1751468549.4227474,382.23359999999997,469.3248,1043.4815999999998,0
1751468549.4972804,382.23359999999997,476.31359999999995,1032.192,0
1751468549.5717885,381.1584,476.31359999999995,1019.2896,0
1751468549.646284,380.0832,483.84,1006.3871999999999,0
1751468549.7207735,380.0832,493.5168,1006.3871999999999,0
1751468549.7952862,378.4704,493.5168,992.9472,0
1751468549.8698053,375.7824,503.19359999999995,979.5071999999999,0
1751468549.9461417,373.09439999999995,514.4832,979.5071999999999,0
1751468550.0233765,373.09439999999995,514.4832,967.68,0
1751468550.098583,369.86879999999996,529.536,954.7775999999999,0
1751468550.1732824,366.6432,545.664,946.7135999999999,0
1751468550.2478538,366.6432,545.664,946.7135999999999,0
1751468550.322455,362.88,565.0176,935.424,0
1751468550.397722,359.11679999999996,585.9839999999999,924.6719999999999,0
1751468550.4723744,355.89119999999997,609.1007999999999,913.92,0
1751468550.5468996,355.89119999999997,609.1007999999999,913.92,0
1751468550.6214075,351.5904,634.3679999999999,901.5551999999999,0
1751468550.6970391,347.8272,662.3231999999999,889.1904,0
1751468550.7740214,347.8272,662.3231999999999,889.1904,0
1751468550.8491518,343.52639999999997,692.9663999999999,876.8255999999999,0
1751468550.9237218,338.688,724.6848,861.7728,0
1751468550.9982157,338.688,724.6848,845.1071999999999,0
1751468551.0729856,334.9248,761.2416,845.1071999999999,0
1751468551.147868,331.16159999999996,799.9488,825.7536,0
1751468551.2246804,328.4736,799.9488,804.7872,0
1751468551.301251,328.4736,842.9567999999999,804.7872,0
1751468551.3757985,324.7104,884.352,776.832,0
1751468551.4523325,322.0224,884.352,736.512,0
1751468551.5301192,322.0224,931.6608,680.064,0
1751468551.604971,318.79679999999996,981.6575999999999,680.064,0
1751468551.6814935,316.1088,1034.8799999999999,633.2927999999999,0
1751468551.758492,314.496,1034.8799999999999,592.9728,0
1751468551.8332694,314.496,1091.8655999999999,561.7919999999999,0
1751468551.9098127,315.0336,1153.6896,561.7919999999999,0
1751468551.9868424,317.72159999999997,1153.6896,544.5888,0
1751468552.0617328,317.72159999999997,1217.1263999999999,527.9232,0
1751468552.1383626,321.4848,1281.1008,527.9232,0
1751468552.215655,324.7104,1281.1008,513.408,0
1751468552.2905636,329.0112,1339.1616,503.19359999999995,0
1751468552.3651707,329.0112,1395.072,497.81759999999997,0
1751468552.4417326,334.9248,1447.7567999999999,497.81759999999997,0
1751468552.518726,341.376,1447.7567999999999,492.4416,0
1751468552.5934982,341.376,1498.8288,488.14079999999996,0
1751468552.668043,349.44,1543.9871999999998,482.7648,0
1751468552.7443404,358.04159999999996,1543.9871999999998,482.7648,0
1751468552.8213398,368.256,1586.9951999999998,477.38879999999995,0
1751468552.8961623,368.256,1629.4656,470.4,0
1751468552.9727085,379.5456,1629.4656,470.4,0
1751468553.0498111,391.9104,1675.6991999999998,463.94879999999995,0
1751468553.1247087,391.9104,1710.1055999999999,455.8848,0
1751468553.201171,406.4256,1710.1055999999999,448.89599999999996,0
1751468553.2784798,429.0048,1737.5231999999999,448.89599999999996,0
1751468553.3533497,463.41119999999995,1761.7151999999999,440.832,0
1751468553.4299202,463.41119999999995,1777.3056,432.2304,0
1751468553.5069463,510.1824,1777.3056,424.16639999999995,0
1751468553.5816584,568.7808,1781.6064,424.16639999999995,0
