timestamp,value,mode
1749378084.3002062,0.5396435946884506,DISTANCE MEASURING MODE
1749378084.31629,0.5395494606039407,DISTANCE MEASURING MODE
1749378084.3389707,0.5391791461758333,DISTANCE MEASURING MODE
1749378084.3566532,0.5398908930884061,DISTANCE MEASURING MODE
1749378084.3890324,0.5396142916086563,DISTANCE MEASURING MODE
1749378084.4100988,0.5391873957030024,DISTANCE MEASURING MODE
1749378084.427478,0.5393844858276526,DISTANCE MEASURING MODE
1749378084.442197,0.5394798016787099,DISTANCE MEASURING MODE
1749378084.4716482,0.5392295201030856,DISTANCE MEASURING MODE
1749378084.4862373,0.539363313805093,DISTANCE MEASURING MODE
1749378084.507393,0.5395242255141587,DISTANCE MEASURING MODE
1749378084.524262,0.5395706767183355,DISTANCE MEASURING MODE
1749378084.5523145,0.5392603015601436,DISTANCE MEASURING MODE
1749378084.5824695,0.5388601139289423,DISTANCE MEASURING MODE
1749378084.5996988,0.539554427546007,DISTANCE MEASURING MODE
1749378084.6316192,0.53912252781065,DISTANCE MEASURING MODE
1749378084.6467016,0.5393177996734024,DISTANCE MEASURING MODE
1749378084.6660056,0.5394473482231786,DISTANCE MEASURING MODE
1749378084.6813457,0.5391689982907921,DISTANCE MEASURING MODE
1749378084.7092326,0.5393468525998381,DISTANCE MEASURING MODE
1749378084.724737,0.5393845869046983,DISTANCE MEASURING MODE
1749378084.7458327,0.5389358595784906,DISTANCE MEASURING MODE
1749378084.7627254,0.5388316059076457,DISTANCE MEASURING MODE
1749378084.7926655,0.5392906694705955,DISTANCE MEASURING MODE
1749378084.8077433,0.5396649657423589,DISTANCE MEASURING MODE
1749378084.832994,0.5394318005025801,DISTANCE MEASURING MODE
1749378084.8491247,0.538916899721746,DISTANCE MEASURING MODE
1749378084.8780324,0.5395798775610396,DISTANCE MEASURING MODE
1749378084.910077,0.5394281111481924,DISTANCE MEASURING MODE
1749378084.9261057,0.5393737629319327,DISTANCE MEASURING MODE
1749378084.9591303,0.5391082753978798,DISTANCE MEASURING MODE
1749378084.9743292,0.5392466263028001,DISTANCE MEASURING MODE
1749378084.9930956,0.5392159578838406,DISTANCE MEASURING MODE
1749378085.0101829,0.53878037826135,DISTANCE MEASURING MODE
1749378085.0413635,0.5390946750736529,DISTANCE MEASURING MODE
1749378085.0569642,0.539413390540254,DISTANCE MEASURING MODE
1749378085.0797303,0.5396981889489316,DISTANCE MEASURING MODE
1749378085.096334,0.5395734077016998,DISTANCE MEASURING MODE
1749378085.1235814,0.5394376042933227,DISTANCE MEASURING MODE
1749378085.1380978,0.538989450997947,DISTANCE MEASURING MODE
1749378085.158758,0.5392022186624824,DISTANCE MEASURING MODE
1749378085.1759264,0.5395214917939926,DISTANCE MEASURING MODE
1749378085.2054904,0.5396905506438007,DISTANCE MEASURING MODE
1749378085.2206511,0.5392503420823894,DISTANCE MEASURING MODE
1749378085.2414725,0.5389866996651254,DISTANCE MEASURING MODE
1749378085.2580795,0.5393141341956085,DISTANCE MEASURING MODE
1749378085.2869263,0.5394349165992869,DISTANCE MEASURING MODE
1749378085.303345,0.5389776028848569,DISTANCE MEASURING MODE
1749378085.3252892,0.5390676554577838,DISTANCE MEASURING MODE
1749378085.341261,0.5392907981860852,DISTANCE MEASURING MODE
1749378085.3687563,0.5392036406405731,DISTANCE MEASURING MODE
1749378085.3851402,0.5390264955222038,DISTANCE MEASURING MODE
1749378085.4082248,0.5392516305981657,DISTANCE MEASURING MODE
1749378085.4230592,0.5392018007146021,DISTANCE MEASURING MODE
1749378085.4547694,0.5390787581189076,DISTANCE MEASURING MODE
1749378085.4693542,0.539186880209447,DISTANCE MEASURING MODE
1749378085.4925787,0.5389894708027564,DISTANCE MEASURING MODE
1749378085.5066624,0.539288765381519,DISTANCE MEASURING MODE
1749378085.5405972,0.5394873413278767,DISTANCE MEASURING MODE
1749378085.5730674,0.5393843146337114,DISTANCE MEASURING MODE
1749378085.5889904,0.5388682677934464,DISTANCE MEASURING MODE
1749378085.62072,0.5394277663621526,DISTANCE MEASURING MODE
1749378085.6353428,0.5393663483939959,DISTANCE MEASURING MODE
1749378085.652982,0.5391298223973378,DISTANCE MEASURING MODE
1749378085.6688337,0.5396665267964122,DISTANCE MEASURING MODE
1749378085.6989136,0.5388179062933305,DISTANCE MEASURING MODE
1749378085.7142155,0.5393714698283864,DISTANCE MEASURING MODE
1749378085.7343585,0.5390347982893828,DISTANCE MEASURING MODE
1749378085.7492173,0.5394710864958261,DISTANCE MEASURING MODE
1749378085.763788,0.5394229713492148,DISTANCE MEASURING MODE
1749378085.7880483,0.5392588306849454,DISTANCE MEASURING MODE
1749378085.82438,0.5394742980893515,DISTANCE MEASURING MODE
1749378085.8412957,0.5393347399500051,DISTANCE MEASURING MODE
1749378085.8722448,0.5392364831862616,DISTANCE MEASURING MODE
1749378085.8885667,0.5390041177417144,DISTANCE MEASURING MODE
1749378085.9107473,0.5398999472102355,DISTANCE MEASURING MODE
1749378085.927456,0.5392789120694468,DISTANCE MEASURING MODE
1749378085.953413,0.5393789423652302,DISTANCE MEASURING MODE
1749378085.9676995,0.5391507141329435,DISTANCE MEASURING MODE
1749378085.9897892,0.5390877260681646,DISTANCE MEASURING MODE
1749378086.0051942,0.5395645262642313,DISTANCE MEASURING MODE
1749378086.0342965,0.5391986581343541,DISTANCE MEASURING MODE
1749378086.0497131,0.5395934201348446,DISTANCE MEASURING MODE
1749378086.0701973,0.5396291805923376,DISTANCE MEASURING MODE
1749378086.0862727,0.5398718757648189,DISTANCE MEASURING MODE
1749378086.1178474,0.5395915223039975,DISTANCE MEASURING MODE
1749378086.150563,0.5396638956649801,DISTANCE MEASURING MODE
1749378086.1661432,0.5390440780495187,DISTANCE MEASURING MODE
1749378086.1994307,0.5395156436931314,DISTANCE MEASURING MODE
1749378086.2165928,0.5392358836288713,DISTANCE MEASURING MODE
1749378086.237005,0.5393117159902588,DISTANCE MEASURING MODE
1749378086.2530918,0.5388042883534259,DISTANCE MEASURING MODE
1749378086.2837455,0.5393699445602965,DISTANCE MEASURING MODE
1749378086.3001988,0.5389919912015119,DISTANCE MEASURING MODE
1749378086.3214676,0.5398873593189522,DISTANCE MEASURING MODE
1749378086.337288,0.5390563545223395,DISTANCE MEASURING MODE
1749378086.3718321,0.5393171920801101,DISTANCE MEASURING MODE
1749378086.389024,0.539270362681175,DISTANCE MEASURING MODE
1749378086.4120266,0.5392886711003682,DISTANCE MEASURING MODE
1749378086.4275506,0.5395698444119452,DISTANCE MEASURING MODE
1749378086.4609976,0.5394541487762305,DISTANCE MEASURING MODE
1749378086.4782536,0.5393077315602602,DISTANCE MEASURING MODE
1749378086.5002494,0.5393956781932253,DISTANCE MEASURING MODE
1749378086.5162125,0.5392392029336889,DISTANCE MEASURING MODE
1749378086.55111,0.5395319259923996,DISTANCE MEASURING MODE
1749378086.5672698,0.5390285804010514,DISTANCE MEASURING MODE
1749378086.5870013,0.5390228982198711,DISTANCE MEASURING MODE
1749378086.6034913,0.5392797229124968,DISTANCE MEASURING MODE
1749378086.6367843,0.5391610606892879,DISTANCE MEASURING MODE
1749378086.6537435,0.5390303432687958,DISTANCE MEASURING MODE
1749378086.673703,0.539068638098921,DISTANCE MEASURING MODE
1749378086.6892555,0.5392726672352071,DISTANCE MEASURING MODE
1749378086.72105,0.5390635859282983,DISTANCE MEASURING MODE
1749378086.7388227,0.539348383652455,DISTANCE MEASURING MODE
1749378086.7558382,0.5390628297869444,DISTANCE MEASURING MODE
1749378086.7744622,0.5395364424072197,DISTANCE MEASURING MODE
1749378086.8081388,0.5392886857654172,DISTANCE MEASURING MODE
1749378086.8299167,0.53936649209209,DISTANCE MEASURING MODE
1749378086.8478565,0.5393615025193971,DISTANCE MEASURING MODE
1749378086.8636231,0.5390049146358296,DISTANCE MEASURING MODE
1749378086.8992684,0.5393806393119743,DISTANCE MEASURING MODE
1749378086.9222338,0.5389854377930621,DISTANCE MEASURING MODE
1749378086.9374423,0.5394102274543663,DISTANCE MEASURING MODE
1749378086.9758382,0.5396315847535574,DISTANCE MEASURING MODE
1749378086.9912267,0.5395624053141002,DISTANCE MEASURING MODE
1749378087.0101056,0.5391734175224635,DISTANCE MEASURING MODE
1749378087.026254,0.5393561806491031,DISTANCE MEASURING MODE
1749378087.0545473,0.5391755073812109,DISTANCE MEASURING MODE
1749378087.0698545,0.5395080431453726,DISTANCE MEASURING MODE
1749378087.0866401,0.5393710204983687,DISTANCE MEASURING MODE
1749378087.1044922,0.539455889492343,DISTANCE MEASURING MODE
1749378087.1365068,0.5393504201546478,DISTANCE MEASURING MODE
1749378087.1522324,0.5397274700171394,DISTANCE MEASURING MODE
1749378087.1724546,0.5392776130641823,DISTANCE MEASURING MODE
1749378087.1893976,0.5395532429739051,DISTANCE MEASURING MODE
1749378087.2233775,0.539026648792726,DISTANCE MEASURING MODE
1749378087.2412436,0.5393147884400163,DISTANCE MEASURING MODE
1749378087.260376,0.5388649037208476,DISTANCE MEASURING MODE
1749378087.276015,0.5394679461987024,DISTANCE MEASURING MODE
1749378087.311403,0.539362094466686,DISTANCE MEASURING MODE
1749378087.3273165,0.5392427140175567,DISTANCE MEASURING MODE
1749378087.3465207,0.539675601523638,DISTANCE MEASURING MODE
1749378087.5751567,0.5391817979979318,DISTANCE MEASURING MODE
1749378087.6017869,0.5392549379141536,DISTANCE MEASURING MODE
1749378087.6521587,0.5390126608759691,DISTANCE MEASURING MODE
1749378087.669978,0.539725644505663,DISTANCE MEASURING MODE
1749378087.6901035,0.5394971129606049,DISTANCE MEASURING MODE
1749378087.7064266,0.5391834844543107,DISTANCE MEASURING MODE
1749378087.7404237,0.5396202600098203,DISTANCE MEASURING MODE
1749378087.7581503,0.5397462386332704,DISTANCE MEASURING MODE
1749378087.781212,0.5394293974090889,DISTANCE MEASURING MODE
1749378087.8000352,0.5395407319539927,DISTANCE MEASURING MODE
1749378087.828862,0.5393264048851707,DISTANCE MEASURING MODE
1749378087.8443186,0.5394281737851299,DISTANCE MEASURING MODE
1749378087.861414,0.5392442005395915,DISTANCE MEASURING MODE
1749378087.8768702,0.5394115331063201,DISTANCE MEASURING MODE
1749378087.893706,0.5393345552128348,DISTANCE MEASURING MODE
1749378087.9284832,0.5396250384495208,DISTANCE MEASURING MODE
1749378087.9549055,0.5392736942139055,DISTANCE MEASURING MODE
1749378087.9747088,0.5392306247214769,DISTANCE MEASURING MODE
1749378088.0075054,0.5392374934991774,DISTANCE MEASURING MODE
1749378088.0242653,0.5394766645478205,DISTANCE MEASURING MODE
1749378088.040065,0.5399291727896391,DISTANCE MEASURING MODE
1749378088.0556667,0.5390129216756194,DISTANCE MEASURING MODE
1749378088.0884604,0.538715641422073,DISTANCE MEASURING MODE
1749378088.1039882,0.5392966405450081,DISTANCE MEASURING MODE
1749378088.1224709,0.5394221810597684,DISTANCE MEASURING MODE
1749378088.1393292,0.5394601326900252,DISTANCE MEASURING MODE
1749378088.171345,0.5390569596791532,DISTANCE MEASURING MODE
1749378088.1861236,0.5390259700629831,DISTANCE MEASURING MODE
1749378088.205555,0.5392483200896137,DISTANCE MEASURING MODE
1749378088.2216127,0.5386891978502402,DISTANCE MEASURING MODE
1749378088.2560813,0.5394933500142722,DISTANCE MEASURING MODE
1749378088.2714365,0.5392182545089756,DISTANCE MEASURING MODE
1749378088.2903347,0.5390601037863028,DISTANCE MEASURING MODE
1749378088.3055327,0.5392155814847669,DISTANCE MEASURING MODE
1749378088.341759,0.5394973305450126,DISTANCE MEASURING MODE
1749378088.3563292,0.5388524674428958,DISTANCE MEASURING MODE
1749378088.3721461,0.5395277141784908,DISTANCE MEASURING MODE
1749378088.3877404,0.5387457833378619,DISTANCE MEASURING MODE
1749378088.4198093,0.5390833033529645,DISTANCE MEASURING MODE
1749378088.4338098,0.5392970694642922,DISTANCE MEASURING MODE
1749378088.4740028,0.5393734403342678,DISTANCE MEASURING MODE
1749378088.4940803,0.5389634930771249,DISTANCE MEASURING MODE
1749378088.5088494,0.5395959092612482,DISTANCE MEASURING MODE
1749378088.5391934,0.5393451062392008,DISTANCE MEASURING MODE
1749378088.5559075,0.5397261999204607,DISTANCE MEASURING MODE
