timestamp,value
1748778514.22506,6.948449300848731
1748778514.3461947,6.598478232061077
1748778514.4607756,6.472165359421243
1748778514.7643154,6.273264064091952
1748778514.9103456,6.569509983693011
1748778515.0257838,6.630332609774248
1748778515.13737,6.414361806693995
1748778515.2471337,6.28813567273909
1748778515.357718,6.6285457399003285
1748778515.469642,7.003600298209286
1748778515.5816498,7.16488277337681
1748778515.6935425,7.237904725903264
1748778515.8017821,7.124878515078824
1748778515.9153256,7.032857476615172
1748778516.0261707,7.1645585251632475
1748778516.1391835,7.294924698707366
1748778516.2523232,7.291004435856832
1748778516.3662138,7.682720669587099
1748778516.4772925,7.668672857795493
1748778516.589422,7.726468272632573
1748778516.6949117,7.652342000483578
1748778516.8134587,7.742972522024603
1748778516.9225116,8.242987516471587
1748778517.038813,8.229128439523341
1748778517.153675,8.200145849006528
1748778517.2648795,8.238464162107494
1748778517.3782752,8.29331463125828
1748778517.4885895,8.08642350220238
1748778517.5962653,7.788101394960119
1748778517.7021425,7.460717094696084
1748778517.8116248,7.772896042778016
1748778517.920154,8.433617497677089
1748778518.0270848,9.117240456362737
1748778518.1376653,9.422585141330217
1748778518.248325,9.227661131218083
1748778518.3590927,9.008045565266503
1748778518.4742482,8.645685559509626
1748778518.58753,8.633956069227677
1748778518.7057843,8.817344725176014
1748778518.8174102,9.08638593623183
1748778518.9267337,9.056013297471816
1748778519.039417,8.886972080822519
1748778519.1491673,8.848915291213984
1748778519.2564974,8.686069113934183
1748778519.366741,8.444613886812057
1748778519.481249,8.508477777945853
1748778519.597573,8.390982697480403
1748778519.7029378,8.538618160267715
1748778519.8090186,7.986042586304338
1748778519.9161074,8.29211734256769
1748778520.0257506,9.032807632990853
1748778520.1341772,9.876847427194164
1748778520.24303,9.983084219555963
1748778520.3560374,9.445660537559158
1748778520.4703083,9.963764926901241
1748778520.581687,10.328706971444696
1748778520.689697,10.214887185352625
1748778520.7980392,9.976291867966177
1748778520.906912,9.849890066833742
1748778521.0169978,8.73561940096858
1748778521.1257112,8.080225057145439
1748778521.2363598,7.6306540183841145
1748778521.3461957,8.440323812932984
1748778521.4568405,8.93470500096766
1748778521.5707078,9.365459360726067
1748778521.690576,9.833277323717624
1748778521.8007371,9.852233125403417
1748778521.9104607,9.611154790502525
1748778522.0268123,9.208502632035671
1748778522.1393719,8.532466202252028
1748778522.2568674,8.5588440049659
1748778522.3695858,9.157762528096598
1748778522.5360796,9.446080226337221
1748778522.6488297,9.30862565309991
1748778522.761709,9.409947796302594
1748778522.8814309,8.8240911114858
1748778522.993609,8.602581547816298
1748778523.1053195,8.667612657499905
1748778523.217229,8.658589509802066
1748778523.333807,8.838081804863412
1748778523.448039,8.84037033005262
