timestamp,value
1749020743.9506001,1.2445354759148262
1749020744.001926,1.2445281766733807
1749020744.0494428,1.2437538961839985
1749020744.1012137,1.2438846162661872
1749020744.2182503,1.2432008308026157
1749020744.2653506,1.2455179065280717
1749020744.3166673,1.2451213093883353
1749020744.3681622,1.2448180839937644
1749020744.4160414,1.2460170749380262
1749020744.466671,1.245928468037689
1749020744.5155587,1.2451005478124106
1749020744.5658152,1.2453648230179382
1749020744.6144123,1.2464395471552776
1749020744.731204,1.245447223966084
1749020744.7827818,1.2458426540890981
1749020744.8335803,1.246298924923928
1749020744.8850722,1.2466380614010981
1749020744.936567,1.2473973811352148
1749020744.984063,1.24480644840999
1749020745.0352669,1.2452937042763137
1749020745.0846715,1.2455308668969745
1749020745.1341891,1.2454557792868748
1749020745.253046,1.2464937471095852
1749020745.307563,1.2466551969733004
1749020745.3614779,1.2458351320608099
1749020745.411831,1.2454182263494151
1749020745.4617372,1.2459755634395604
1749020745.5118463,1.2465020970462963
1749020745.565112,1.2461157332311734
1749020745.616513,1.2463300402576922
1749020745.7996292,1.2472954725232939
1749020745.859141,1.246960358385695
1749020745.9201484,1.245478035551808
1749020745.973577,1.2457586893958734
1749020746.0232928,1.246473292300361
1749020746.077266,1.2461030422652153
1749020746.1286218,1.2463849265584765
1749020746.2438715,1.247106033671535
1749020746.2995682,1.246137928459459
1749020746.35609,1.2459025103366579
1749020746.4134393,1.2460462194286124
1749020746.4633641,1.2466728410458505
1749020746.5285673,1.2474788591026957
1749020746.5807483,1.2484393336985777
1749020746.632625,1.2473357451590643
1749020746.7642026,1.2471398137401983
1749020746.819173,1.2480143065947504
1749020746.8747947,1.2534536390170992
1749020746.9357927,1.2582619056609519
1749020746.9823878,1.2587645425974825
1749020747.131575,1.2567854686046542
1749020747.245622,1.2543934119473157
1749020747.296109,1.2493997052138335
1749020747.4308093,1.2440107434169374
1749020747.487955,1.2371414453190248
1749020747.5778825,1.2122091923822116
1749020747.6259685,1.2061793605780766
1749020747.810504,1.1906715963886918
1749020747.8719223,1.1810996088759966
1749020747.9265718,1.1581088053598623
1749020747.979279,1.1483271740397816
1749020748.091412,1.130376138223343
1749020748.1501098,1.1237838718092084
1749020748.238318,1.1139389854227644
1749020748.355172,1.1097900209366371
1749020748.4119406,1.099783366231492
1749020748.6884367,1.1242635892065804
1749020748.8562694,1.1258791066148524
1749020748.9169233,1.1308788586421525
1749020748.9700475,1.1315328461874181
1749020749.0245068,1.1398032193772318
1749020749.1417723,1.1448655456435615
1749020749.1981986,1.1490771128381834
1749020749.3808012,1.1529495968174257
1749020749.4576123,1.1479836771342884
1749020749.530804,1.1262497264571634
1749020749.611226,1.1132705295307659
1749020749.6668057,1.1060476451824908
1749020749.7676136,1.0982501924943349
1749020749.8997684,1.0882324245154409
1749020749.9583795,1.0796921681614156
1749020750.0087004,1.064210708104226
1749020750.2828157,1.0602479689092157
1749020750.439943,1.0570885559369685
1749020750.5120437,1.040735065648098
1749020750.5657396,1.0358554434242273
1749020750.6163821,1.0268256447610273
1749020750.6658425,1.008948683468504
1749020750.7138934,1.0071103714803789
1749020750.7604907,1.0081530131600565
1749020750.8107398,0.9891899215567569
1749020750.9357784,1.0036140287499367
1749020750.9957955,0.9881300314433636
1749020751.0549934,0.9845207333927098
1749020751.1049016,0.9709085888362704
1749020751.1579497,0.9586861965332345
1749020751.2081852,0.9508268594248619
1749020751.2588086,0.9441077858588282
1749020751.3061898,0.9503156013876702
1749020751.4235787,0.9320228153127594
1749020751.4792042,0.9278486907941819
1749020751.5320761,0.9393532467965012
1749020751.5891473,0.9265307018018354
1749020751.6395974,0.9317777164274311
1749020751.6918507,0.9394737155388589
1749020751.7425232,0.9508226987865985
1749020751.795815,0.9553137550471774
1749020751.9213383,0.9629926488060031
1749020751.9767072,0.9703394533081036
1749020752.0296395,0.9904744334469797
1749020752.0806882,0.9969511637502086
1749020752.1312366,1.0089943464663373
1749020752.1845148,1.025326892419408
1749020752.2368653,1.0171654262441558
1749020752.2871063,1.051440235141333
1749020752.3372986,1.0514898555341958
1749020752.466825,1.0698327395291798
1749020752.5204647,1.0958007167120274
1749020752.5769227,1.1140907448142614
1749020752.6283615,1.1239376845447768
1749020752.6771884,1.1367856787590391
1749020752.7286649,1.1451081437790496
1749020752.779282,1.1551514064235109
1749020752.8286293,1.1659879338913297
1749020752.9799926,1.1868783530301725
1749020753.0380347,1.1933605057416907
1749020753.2911847,1.189029656501422
1749020753.3399138,1.1876716874382083
1749020753.4635904,1.1908339078029773
1749020753.515974,1.1906552983912195
1749020753.5717478,1.2147160944600548
1749020753.6225402,1.2002062685542452
1749020753.671675,1.2386708956420605
1749020753.7218952,1.2205631199944917
1749020753.771164,1.2446762687414514
1749020753.8210762,1.244010206058142
1749020753.8697677,1.2635143491103964
