timestamp,value
0.021815061569213867,-73.0
0.04346299171447754,-73.0
0.06282758712768555,-72.0
0.08194398880004883,-71.0
0.11212515830993652,-70.0
0.13106441497802734,-70.0
0.15295124053955078,-69.0
0.18219518661499023,-68.0
0.20690393447875977,-68.0
0.2449331283569336,-68.0
0.2711927890777588,-67.0
0.29141736030578613,-65.0
0.3156251907348633,-64.0
0.3377225399017334,-64.0
0.36082887649536133,-63.0
0.3796522617340088,-63.0
0.4053769111633301,-63.0
0.42481207847595215,-61.0
0.4441192150115967,-60.0
0.4721715450286865,-59.0
0.48990797996520996,-58.0
0.543046236038208,-58.0
0.5661029815673828,-58.0
0.5893020629882812,-57.0
0.6143794059753418,-56.0
0.645698070526123,-56.0
0.6679928302764893,-54.0
0.692302942276001,-53.0
0.7171738147735596,-52.0
0.7379171848297119,-52.0
0.7616684436798096,-51.0
0.7939779758453369,-51.0
0.8169620037078857,-51.0
0.8405122756958008,-50.0
0.8686366081237793,-48.0
0.8902273178100586,-46.0
0.9115138053894043,-46.0
0.9349799156188965,-45.0
0.9733457565307617,-45.0
0.992973804473877,-45.0
1.0150039196014404,-45.0
1.0504722595214844,-44.0
1.0752837657928467,-42.0
1.0949831008911133,-42.0
1.1178972721099854,-41.0
1.1429362297058105,-41.0
1.163477897644043,-40.0
1.1916563510894775,-39.0
1.2169244289398193,-38.0
1.2576320171356201,-38.0
1.2824101448059082,-38.0
1.3060386180877686,-37.0
1.326613187789917,-36.0
1.3493916988372803,-36.0
1.3704819679260254,-35.0
1.391190528869629,-34.0
1.4150032997131348,-33.0
1.4344854354858398,-31.0
1.460141897201538,-30.0
1.4841835498809814,-30.0
1.5062828063964844,-30.0
1.5276432037353516,-30.0
1.5513873100280762,-29.0
1.569692850112915,-28.0
1.5923590660095215,-26.0
1.6166479587554932,-26.0
1.658095121383667,-25.0
1.6835615634918213,-25.0
1.7097790241241455,-25.0
1.7318744659423828,-24.0
1.95859694480896,-23.0
2.003296375274658,-22.0
2.031982898712158,-21.0
2.053938388824463,-19.0
2.0827786922454834,-19.0
2.1055877208709717,-17.0
2.127650499343872,-18.0
2.1554644107818604,-18.0
2.1784377098083496,-16.0
2.2003207206726074,-16.0
2.219414472579956,-14.0
2.239642381668091,-13.0
2.2699310779571533,-11.0
2.2988507747650146,-11.0
2.320533275604248,-9.0
2.346991539001465,-6.0
2.366123676300049,-7.0
2.389529228210449,-7.0
2.415447235107422,-8.0
2.436978340148926,-5.0
2.4578118324279785,-2.0
2.4787049293518066,1.0
2.49940824508667,2.0
2.519381284713745,3.0
2.5386414527893066,-1.0
2.5643389225006104,-0.0
2.5844593048095703,-0.0
2.606502056121826,1.0
2.6246814727783203,-2.0
2.6477363109588623,4.0
2.6668126583099365,4.0
2.685957193374634,3.0
2.7090301513671875,5.0
2.7297017574310303,7.0
2.7559406757354736,8.0
2.784599542617798,8.0
2.805600166320801,8.0
2.8279616832733154,8.0
2.8510191440582275,7.0
2.872313976287842,8.0
2.8974549770355225,11.0
2.934119462966919,12.0
2.955024480819702,12.0
2.9755403995513916,12.0
3.002133369445801,13.0
3.02325439453125,14.0
3.0467610359191895,15.0
3.072417974472046,15.0
3.091914176940918,15.0
3.117577075958252,16.0
3.141160011291504,16.0
3.1613831520080566,18.0
3.1804616451263428,19.0
3.2121031284332275,20.0
3.231027364730835,21.0
3.2504959106445312,23.0
3.2808680534362793,24.0
3.3005764484405518,24.0
3.318558931350708,25.0
3.348261594772339,25.0
3.3662588596343994,25.0
3.385345697402954,25.0
3.4195475578308105,25.0
3.4433417320251465,25.0
3.4808971881866455,27.0
3.5069010257720947,29.0
3.5267865657806396,30.0
3.553140878677368,32.0
3.6221723556518555,33.0
3.6474814414978027,33.0
3.6696465015411377,34.0
3.6910297870635986,34.0
3.7187321186065674,34.0
3.74788498878479,34.0
3.7691869735717773,34.0
3.7938053607940674,34.0
3.819366216659546,35.0
3.841823101043701,37.0
3.8657381534576416,39.0
3.8903868198394775,40.0
3.911125898361206,41.0
3.9368979930877686,41.0
3.963104724884033,41.0
3.9831936359405518,41.0
4.006799221038818,41.0
4.033153533935547,42.0
4.053940534591675,44.0
4.075698137283325,45.0
4.103347539901733,46.0
4.123998165130615,47.0
4.151349782943726,47.0
4.178574085235596,47.0
4.200435161590576,47.0
4.223394393920898,49.0
4.247061014175415,50.0
4.266100645065308,51.0
4.291000127792358,51.0
4.317409038543701,52.0
4.3410773277282715,52.0
4.363422632217407,52.0
4.387357473373413,53.0
4.4102747440338135,54.0
4.434711694717407,56.0
4.461273670196533,56.0
4.4839723110198975,56.0
4.507208585739136,57.0
4.529454708099365,58.0
4.550158262252808,59.0
4.575451850891113,60.0
4.597769498825073,60.0
4.618634939193726,61.0
4.645177364349365,61.0
4.67024040222168,61.0
4.691775560379028,63.0
4.717692852020264,64.0
4.743741273880005,65.0
4.7659595012664795,65.0
4.789014101028442,65.0
4.818093538284302,66.0
4.840301990509033,68.0
4.86261510848999,69.0
4.887622594833374,69.0
4.9079508781433105,69.0
4.931963682174683,69.0
4.965799808502197,70.0
4.9943318367004395,72.0
5.020404100418091,73.0
