time,relative_time,yaw_angle,target_yaw,error,gyro_rate,motor_cmd,controller_active
1751144610.4691787,8.040249586105347,-81.94573489022405,0.0,81.94573489022405,16.226229007633595,CW,True
1751144610.4966886,8.06775951385498,-81.47360319449851,0.0,81.47360319449851,17.43996946564886,CW,True
1751144610.524199,8.095269918441772,-80.98112765398794,0.0,80.98112765398794,16.60027480916031,CW,True
1751144610.551702,8.122772932052612,-80.4539320333201,0.0,80.4539320333201,19.676610687022905,CW,True
1751144610.5792093,8.150280237197876,-79.89780188243047,0.0,79.89780188243047,20.745312977099243,CW,True
1751144610.606776,8.177846908569336,-79.3067811008552,0.0,79.3067811008552,21.981954198473286,CW,True
1751144610.6365511,8.207622051239014,-78.7422529441015,0.0,78.7422529441015,22.981954198473286,CW,True
1751144610.6662822,8.237353086471558,-78.03678436054314,0.0,78.03678436054314,24.378900763358782,CW,True
1751144610.696009,8.267079830169678,-77.29863144753693,0.0,77.29863144753693,25.554473282442753,CW,True
1751144610.725879,8.296949863433838,-76.51740768725239,0.0,76.51740768725239,26.676610687022905,CW,True
1751144610.7556314,8.326702356338501,-75.71164367364895,0.0,75.71164367364895,27.73004580152672,CW,True
1751144610.7853572,8.356428146362305,-74.8657921477453,0.0,74.8657921477453,29.195694656488556,CW,True
1751144610.814623,8.385694026947021,-73.98312064852938,0.0,73.98312064852938,32.149893129771,CW,True
1751144610.8421314,8.413202285766602,-73.08262915160606,0.0,73.08262915160606,31.317832061068707,CW,True
1751144610.8696434,8.440714359283447,-72.19974208689796,0.0,72.19974208689796,32.50103816793894,CW,True
1751144610.8971534,8.468224287033081,-71.2923086842177,0.0,71.2923086842177,33.5468396946565,CW,True
1751144610.9264383,8.497509241104126,-70.30036004052603,0.0,70.30036004052603,34.60027480916031,CW,True
1751144610.956213,8.527283906936646,-69.26991830886197,0.0,69.26991830886197,35.72241221374047,CW,True
1751144610.985936,8.5570068359375,-68.18519242718352,0.0,68.18519242718352,36.98195419847329,CW,True
1751144611.0154665,8.58653736114502,-67.0590168834785,0.0,67.0590168834785,38.18042748091604,CW,True
1751144611.0429735,8.614044427871704,-65.9143674792585,0.0,65.9143674792585,39.36363358778627,CW,True
1751144611.0704796,8.641550540924072,-64.86836126438138,0.0,64.86836126438138,40.34073282442749,CW,True
1751144611.098009,8.669080018997192,-63.73552618020877,0.0,63.73552618020877,41.65370992366413,CW,True
1751144611.1275408,8.698611736297607,-62.57418616547443,0.0,62.57418616547443,42.60790839694657,CW,True
1751144611.1572857,8.72835659980774,-61.294220494160804,0.0,61.294220494160804,43.814015267175584,CW,True
1751144611.1871774,8.758248329162598,-59.96626098064944,0.0,59.96626098064944,44.95905343511451,CW,True
1751144611.216457,8.787527799606323,-58.650869872427755,0.0,58.650869872427755,46.41706870229009,CW,True
1751144611.2439725,8.815043449401855,-57.27897481836767,0.0,57.27897481836767,47.195694656488556,CW,True
1751144611.271474,8.842544794082642,-56.01745338705628,0.0,56.01745338705628,48.55447328244276,CW,True
1751144611.2991517,8.870222568511963,-54.66271909560834,0.0,54.66271909560834,49.59264122137405,CW,True
1751144611.3285685,8.899639368057251,-53.276056248722774,0.0,53.276056248722774,50.80638167938932,CW,True
